674,142138,3
674,136992,1
674,132124,1
674,124637,1
675,142138,4
675,136992,1
675,132124,1
675,124637,1
676,142138,1
676,136992,1
676,132124,1
676,124637,1
677,142138,1
677,136992,1
677,132124,1
677,124637,1
678,142138,1
678,136992,1
678,132124,1
678,124637,1
679,142138,1
679,136992,1
679,132124,1
679,124637,1
680,142138,1
680,136992,1
680,132124,1
680,124637,1
681,142138,1
681,136992,1
681,132124,1
681,124637,1
682,142138,3
682,136992,1
682,132124,1
682,124637,4
683,142138,3
683,136992,1
683,132124,1
683,124637,4
684,142138,3
684,136992,1
684,132124,1
684,124637,4
685,142138,3
685,136992,1
685,132124,1
685,124637,4
686,142138,3
686,136992,1
686,132124,1
686,124637,4
687,142138,3
687,136992,1
687,132124,1
687,124637,4
688,142138,1
688,136992,1
688,132124,1
688,124637,1
689,138172,1
689,142138,1
689,143180,1
689,132124,1
689,132232,1
689,99450,1
689,136992,1
689,138620,1
689,124637,1
689,164620,1
689,136988,1
690,138172,1
690,142138,1
690,143180,1
690,132124,1
690,132232,1
690,99450,1
690,136992,1
690,138620,1
690,124637,1
690,164620,1
690,136988,1
